"requirementId","phase","phaseSection","sourceLine","sourceType","requirement","evidenceScope","phaseStatus","currentEvidence","remainingProofOrAction","verificationState"
"P08-L0586","8","Improve Every Program Page","586","bullet","Wraparound care","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0587","8","Improve Every Program Page","587","bullet","Campus availability","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0588","8","Improve Every Program Page","588","bullet","Curriculum and state standards","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0590","8","Improve Every Program Page","590","paragraph","For Kindergarten, clarify:","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0592","8","Improve Every Program Page","592","bullet","Accreditation","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0593","8","Improve Every Program Page","593","bullet","Grade-level scope","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0594","8","Improve Every Program Page","594","bullet","Tuition","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0595","8","Improve Every Program Page","595","bullet","Campus availability","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0596","8","Improve Every Program Page","596","bullet","Class size","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0597","8","Improve Every Program Page","597","bullet","Academic expectations","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0598","8","Improve Every Program Page","598","bullet","Progress reporting","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P08-L0599","8","Improve Every Program Page","599","bullet","Future grade expansion only if approved","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","165 program requirement rows","Program-specific operating facts","Phase implementation evidenced; external gate remains; item-level confirmation required"
"P09-L0603","9","Rebuild Campus Pages as High-Converting Local Landing Pages","603","paragraph","Every campus page must be unique, factually verified, and locally useful.","Phase-level implementation evidence; exact statement requires direct confirmation","Structurally complete","600 campus requirement rows","Campus-specific owner data","Phase implementation evidenced; external gate remains; item-level confirmation required"
